model_name	prompt_len	output_len	call_latency	secs_per_tok
text-babbage-001	17.0	11.0	0.18905577659606934	0.01718688878146085
text-davinci-003	17.0	1.0	0.3647982120513916	0.3647982120513916
text-curie-001	17.0	8.8	0.21853156089782716	0.024876436922285295
davinci-instruct-beta	17.0	37.0	1.569439172744751	0.04316378387424589
text-babbage-001	17.0	18.0	0.23057270050048828	0.01280959447224935
text-davinci-003	17.0	32.0	1.1408220767974853	0.035650689899921414
text-curie-001	17.0	22.6	0.3968358039855957	0.01917780421138589
davinci-instruct-beta	17.0	63.6	2.2130683422088624	0.03466095673741038
text-babbage-001	17.0	34.0	0.3620396614074707	0.010648225335513845
text-davinci-003	17.0	65.6	2.177894401550293	0.03317851706436186
text-curie-001	17.0	32.6	0.5216213703155518	0.015956342954439852
davinci-instruct-beta	17.0	58.4	2.239427661895752	0.03813490842107542
text-babbage-001	17.0	70.6	0.5923439502716065	0.00865916456895716
text-davinci-003	17.0	100.0	3.030786371231079	0.03030786371231079
text-curie-001	17.0	41.0	0.5141587257385254	0.012540456725329885
davinci-instruct-beta	17.0	66.6	2.561382293701172	0.03848042422491959
text-babbage-001	17.0	51.0	0.5287334442138671	0.010367322435566022
text-davinci-003	17.0	100.0	2.9719316959381104	0.029719316959381105
text-curie-001	17.0	41.8	0.5491298198699951	0.013144739257024895
davinci-instruct-beta	17.0	90.2	4.376770782470703	0.04856351470880318
text-babbage-001	17.0	70.2	0.6260866165161133	0.009137416309144508
text-davinci-003	17.0	100.0	3.590461015701294	0.03590461015701294
text-curie-001	17.0	35.0	0.4805909156799316	0.013824953308825789
davinci-instruct-beta	17.0	67.4	3.613009214401245	0.05372145475183053
text-babbage-001	47.0	41.4	0.44180893898010254	0.010679713663462286
text-davinci-003	47.0	2.0	0.33972935676574706	0.16986467838287353
text-curie-001	47.0	7.4	0.1890101909637451	0.0320754161988846
davinci-instruct-beta	47.0	18.0	1.3392779350280761	0.08627795032832934
text-babbage-001	47.0	43.4	0.4445915222167969	0.010255883041894405
text-davinci-003	47.0	32.0	1.1641849517822265	0.03638077974319458
text-curie-001	47.0	31.0	0.3957364559173584	0.012765692126366402
davinci-instruct-beta	47.0	69.4	2.4178231716156007	0.036955824999185836
text-babbage-001	47.0	56.2	0.5651025295257568	0.010062709212973985
text-davinci-003	47.0	64.0	2.2846489429473875	0.03569763973355293
text-curie-001	47.0	37.4	0.5617110252380371	0.01514794900105353
davinci-instruct-beta	47.0	54.4	1.9279560565948486	0.036805228226717085
text-babbage-001	47.0	52.2	0.5012165546417237	0.00959737850211517
text-davinci-003	47.0	100.0	3.181581401824951	0.03181581401824951
text-curie-001	47.0	45.0	0.5991950511932373	0.013315445582071941
davinci-instruct-beta	47.0	81.0	2.773428440093994	0.035119757144005746
text-babbage-001	47.0	58.2	0.6956364154815674	0.012005697798239772
text-davinci-003	47.0	100.0	2.862260580062866	0.02862260580062866
text-curie-001	47.0	46.6	0.5338276863098145	0.011450748127966625
davinci-instruct-beta	47.0	85.2	2.952593231201172	0.03488873779263711
text-babbage-001	47.0	56.0	0.5234716415405274	0.009342038935282812
text-davinci-003	47.0	100.0	3.0557254791259765	0.03055725479125977
text-curie-001	47.0	45.8	0.5316852569580078	0.011620319718164754
davinci-instruct-beta	47.0	86.8	3.07381386756897	0.035564127701300165
text-babbage-001	79.0	32.6	0.3618043899536133	0.011059751581613243
text-davinci-003	79.0	2.0	0.3273795127868652	0.1636897563934326
text-curie-001	79.0	20.6	0.311156177520752	0.016236633082431572
davinci-instruct-beta	79.0	38.2	1.5688633441925048	0.05217791742241612
text-babbage-001	79.0	51.4	0.5580991744995117	0.01085973627427045
text-davinci-003	79.0	32.0	1.151953887939453	0.03599855899810791
text-curie-001	79.0	42.6	0.5458230972290039	0.012810536426234772
davinci-instruct-beta	79.0	56.2	2.1798791885375977	0.03951043674995849
text-babbage-001	79.0	51.8	0.4750830173492432	0.009272040992966588
text-davinci-003	79.0	64.0	2.225226402282715	0.03476916253566742
text-curie-001	79.0	45.0	0.5540146350860595	0.012311436335245767
davinci-instruct-beta	79.0	96.0	3.535633420944214	0.03701294416717441
text-babbage-001	79.0	49.8	0.49509487152099607	0.01000944237835848
text-davinci-003	79.0	100.0	2.953535795211792	0.029535357952117917
text-curie-001	79.0	45.0	0.5800384521484375	0.012889743381076388
davinci-instruct-beta	79.0	74.8	2.488017702102661	0.033431232971850015
text-babbage-001	79.0	55.0	0.5699399948120117	0.010375150679311926
text-davinci-003	79.0	98.6	2.960241746902466	0.03024543895516344
text-curie-001	79.0	60.6	0.700171422958374	0.01156817458328798
davinci-instruct-beta	79.0	75.0	2.6148729801177977	0.035620866660358144
text-babbage-001	79.0	52.4	0.4908945560455322	0.00941625076237668
text-davinci-003	79.0	100.0	3.745111083984375	0.037451110839843746
text-curie-001	79.0	49.4	0.6072726249694824	0.012258075901902015
davinci-instruct-beta	79.0	86.6	3.145106840133667	0.036261852861820966
text-babbage-001	143.0	49.4	0.49318456649780273	0.009991495874751908
text-davinci-003	143.0	2.0	0.3940157413482666	0.1970078706741333
text-curie-001	143.0	11.0	0.22883830070495606	0.020803481882268732
davinci-instruct-beta	143.0	29.8	1.33490047454834	0.04550808835698462
text-babbage-001	143.0	51.0	0.6018765449523926	0.011914657476998504
text-davinci-003	143.0	32.0	1.3588953018188477	0.04246547818183899
text-curie-001	143.0	43.4	0.5193972110748291	0.011981869359965164
davinci-instruct-beta	143.0	46.4	1.7480825424194335	0.037813700352436544
text-babbage-001	143.0	48.2	0.6076267242431641	0.012220829532203078
text-davinci-003	143.0	66.4	2.281844234466553	0.034265270084142686
text-curie-001	143.0	44.2	0.5615139961242676	0.012709929246927109
davinci-instruct-beta	143.0	49.8	2.003962755203247	0.040962570246258476
text-babbage-001	143.0	55.8	0.5289259433746338	0.009473555882771809
text-davinci-003	143.0	100.0	3.1124269485473635	0.031124269485473633
text-curie-001	143.0	46.2	0.5853047370910645	0.012668097746287677
davinci-instruct-beta	143.0	73.2	2.7369283199310304	0.040426147054223455
text-babbage-001	143.0	59.8	0.5532259941101074	0.009265162887749827
text-davinci-003	143.0	100.0	3.1717663764953614	0.031717663764953614
text-curie-001	143.0	63.0	0.6385839939117431	0.010136253871614969
davinci-instruct-beta	143.0	90.2	3.314330720901489	0.036950076313827684
text-babbage-001	143.0	51.8	0.5274476051330567	0.010232614291503416
text-davinci-003	143.0	100.0	3.2315561294555666	0.032315561294555664
text-curie-001	143.0	63.0	0.7253458023071289	0.011513425433446491
davinci-instruct-beta	143.0	87.6	4.194895887374878	0.04797288300746526
text-babbage-001	271.0	38.2	0.4539903163909912	0.011854120086837599
text-davinci-003	271.0	2.0	0.500407600402832	0.250203800201416
text-curie-001	271.0	19.0	0.3080439567565918	0.020390169843029046
davinci-instruct-beta	271.0	40.6	2.0412713527679442	0.05223650671948802
text-babbage-001	271.0	48.2	0.4633725643157959	0.009597739663995766
text-davinci-003	271.0	32.0	1.378893756866455	0.04309042990207672
text-curie-001	271.0	43.0	0.5470962047576904	0.012723167552504428
davinci-instruct-beta	271.0	58.2	2.2297776699066163	0.037748452682121125
text-babbage-001	271.0	49.0	0.5243671894073486	0.01070137121239487
text-davinci-003	271.0	62.8	2.260287618637085	0.03602411261489315
text-curie-001	271.0	61.0	0.7002960205078125	0.011480262631275615
davinci-instruct-beta	271.0	71.0	3.083104705810547	0.043652611175233495
text-babbage-001	271.0	49.0	0.49966726303100584	0.010197291082265424
text-davinci-003	271.0	100.0	2.8349056243896484	0.028349056243896487
text-curie-001	271.0	54.2	0.6700562000274658	0.012401351522903361
davinci-instruct-beta	271.0	69.0	3.287695550918579	0.052069268338971894
text-babbage-001	271.0	58.6	0.5576960563659668	0.009523327241337951
text-davinci-003	271.0	100.0	2.9771992206573485	0.029771992206573488
text-curie-001	271.0	79.4	0.8920803070068359	0.011282267837108345
davinci-instruct-beta	271.0	100.0	4.452296018600464	0.044522960186004636
text-babbage-001	271.0	50.6	0.5405935764312744	0.01068932201295896
text-davinci-003	271.0	100.0	3.4708258152008056	0.03470825815200806
text-curie-001	271.0	63.4	0.7439353942871094	0.01172369392218025
davinci-instruct-beta	271.0	98.4	3.855865144729614	0.039083878206170125
text-babbage-001	555.0	35.0	0.40875835418701173	0.011678810119628905
text-davinci-003	555.0	2.0	0.58498215675354	0.29249107837677
text-curie-001	555.0	35.4	0.5074520587921143	0.017078318001669746
davinci-instruct-beta	555.0	41.4	1.5656394004821776	0.03890258030662681
text-babbage-001	555.0	78.8	0.6855243682861328	0.008709720746914524
text-davinci-003	555.0	32.0	1.4159270763397216	0.0442477211356163
text-curie-001	555.0	47.0	0.5474489212036133	0.01164784938731092
davinci-instruct-beta	555.0	49.0	1.8724314212799071	0.03819212669796414
text-babbage-001	555.0	69.8	0.6431539535522461	0.009234445668146454
text-davinci-003	555.0	62.8	2.42523455619812	0.03851825058940918
text-curie-001	555.0	59.4	0.7288689136505127	0.012259147427526745
davinci-instruct-beta	555.0	60.0	2.043260622024536	0.03460361031462636
text-babbage-001	555.0	65.8	0.6374292850494385	0.010106218570886656
text-davinci-003	555.0	100.0	3.2719797611236574	0.03271979761123657
text-curie-001	555.0	58.6	0.7528911113739014	0.01288710658187775
davinci-instruct-beta	555.0	50.2	1.8728272438049316	0.03731813865668738
text-babbage-001	555.0	93.6	0.8067898273468017	0.008634980553328389
text-davinci-003	555.0	100.0	2.9376025199890137	0.02937602519989014
text-curie-001	555.0	70.2	0.8482762813568115	0.012276562641309842
davinci-instruct-beta	555.0	87.6	2.9965352535247805	0.034528522506802786
text-babbage-001	555.0	41.4	0.4101883888244629	0.009885076262372266
text-davinci-003	555.0	100.0	3.0072262287139893	0.030072262287139894
text-curie-001	555.0	71.4	0.9806835651397705	0.014015621415279933
davinci-instruct-beta	555.0	98.6	3.3255279541015623	0.0337411225944437
